ts_hour_tz,time_index,S1_201,S2_201,S3_201
2024-01-02 12:00:00,E000037,21.339,108.573,45.096
2024-01-02 13:00:00,E000038,24.575,104.144,38.818
2024-01-02 14:00:00,E000039,23.675,111.134,46.887
2024-01-02 15:00:00,E000040,25.384,104.836,47.303
2024-01-02 16:00:00,E000041,23.097,104.091,50.725
2024-01-02 17:00:00,E000042,18.173,102.561,43.619
2024-01-02 18:00:00,E000043,21.247,107.909,39.501
2024-01-02 19:00:00,E000044,18.037,105.358,34.347
2024-01-02 20:00:00,E000045,16.331,105.932,46.19
2024-01-02 21:00:00,E000046,24.013,99.044,34.617
2024-01-02 22:00:00,E000047,18.705,99.912,35.457
2024-01-02 23:00:00,E000048,23.483,98.941,46.388
2024-01-03 00:00:00,E000049,22.996,103.273,48.746
2024-01-03 01:00:00,E000050,21.4,102.238,46.77
2024-01-03 02:00:00,E000051,14.728,104.597,46.125
2024-01-03 03:00:00,E000052,24.305,94.737,42.632
2024-01-03 04:00:00,E000053,19.007,105.097,34.462
2024-01-03 05:00:00,E000054,19.528,104.025,40.28
2024-01-03 06:00:00,E000055,19.529,105.924,52.108
2024-01-03 07:00:00,E000056,24.811,105.628,43.263
2024-01-03 08:00:00,E000057,21.845,97.995,46.258
2024-01-03 09:00:00,E000058,20.811,99.091,49.499
2024-01-03 10:00:00,E000059,26.291,103.331,58.457
2024-01-03 11:00:00,E000060,20.242,91.926,50.36
2024-01-03 12:00:00,E000061,20.03,99.904,31.727
2024-01-03 13:00:00,E000062,19.623,93.639,41.743
2024-01-03 14:00:00,E000063,21.237,101.759,54.298
2024-01-03 15:00:00,E000064,24.666,93.027,49.56
2024-01-03 16:00:00,E000065,22.858,100.801,44.83
2024-01-03 17:00:00,E000066,23.155,97.771,43.632
2024-01-03 18:00:00,E000067,26.289,97.71,37.276
2024-01-03 19:00:00,E000068,22.303,95.534,32.079
2024-01-03 20:00:00,E000069,21.398,108.688,44.71
2024-01-03 21:00:00,E000070,23.071,90.436,48.286
2024-01-03 22:00:00,E000071,22.799,97.909,46.35
2024-01-03 23:00:00,E000072,23.044,95.897,47.489
2024-01-04 00:00:00,E000073,26.331,100.137,38.493
2024-01-04 01:00:00,E000074,21.932,105.659,35.803
2024-01-04 02:00:00,E000075,24.351,97.842,46.815
2024-01-04 03:00:00,E000076,20.694,98.408,56.423
2024-01-04 04:00:00,E000077,17.991,103.775,57.985
2024-01-04 05:00:00,E000078,24.694,94.511,35.388
2024-01-04 06:00:00,E000079,20.095,102.105,46.695
2024-01-04 07:00:00,E000080,18.431,96.849,38.914
2024-01-04 08:00:00,E000081,21.922,111.422,38.001
2024-01-04 09:00:00,E000082,19.374,95.521,49.767
2024-01-04 10:00:00,E000083,22.368,96.729,42.279
2024-01-04 11:00:00,E000084,19.967,102.809,65.133
2024-01-04 12:00:00,E000085,24.263,100.826,40.013
2024-01-04 13:00:00,E000086,18.201,105.042,50.095
2024-01-04 14:00:00,E000087,21.008,107.488,45.158
2024-01-04 15:00:00,E000088,24.979,102.811,43.671
2024-01-04 16:00:00,E000089,19.444,100.558,51.315
2024-01-04 17:00:00,E000090,20.874,103.543,36.879
2024-01-04 18:00:00,E000091,24.996,102.896,35.984
2024-01-04 19:00:00,E000092,21.783,106.05,35.557
2024-01-04 20:00:00,E000093,19.073,100.946,61.0
2024-01-04 21:00:00,E000094,20.348,103.826,46.951
2024-01-04 22:00:00,E000095,20.614,102.122,41.641
2024-01-04 23:00:00,E000096,21.355,92.828,44.817
2024-01-05 00:00:00,E000097,25.377,101.593,53.179
2024-01-05 01:00:00,E000098,24.357,100.996,40.291
2024-01-05 02:00:00,E000099,20.944,93.8,42.997
2024-01-05 03:00:00,E000100,22.967,110.049,48.962
2024-01-05 04:00:00,E000101,19.732,93.959,43.451
2024-01-05 05:00:00,E000102,25.098,100.175,49.065
2024-01-05 06:00:00,E000103,21.92,104.957,33.021
2024-01-05 07:00:00,E000104,27.633,95.626,50.953
2024-01-05 08:00:00,E000105,21.629,100.709,43.192
2024-01-05 09:00:00,E000106,23.318,103.633,52.938
2024-01-05 10:00:00,E000107,27.005,102.992,57.853
2024-01-05 11:00:00,E000108,22.798,106.795,48.215
2024-01-05 12:00:00,E000109,20.743,102.224,48.774
2024-01-05 13:00:00,E000110,22.397,103.406,51.49
2024-01-05 14:00:00,E000111,22.425,86.286,57.587
2024-01-05 15:00:00,E000112,21.548,97.101,36.569
2024-01-05 16:00:00,E000113,21.423,98.43,39.472
2024-01-05 17:00:00,E000114,20.317,104.002,60.228
2024-01-05 18:00:00,E000115,25.126,107.025,42.169
2024-01-05 19:00:00,E000116,22.835,103.475,40.053
2024-01-05 20:00:00,E000117,21.138,105.658,53.177
2024-01-05 21:00:00,E000118,22.716,95.205,42.783
2024-01-05 22:00:00,E000119,17.888,101.684,46.916
2024-01-05 23:00:00,E000120,21.634,102.533,48.127
2024-01-06 00:00:00,E000121,23.322,95.172,43.101
2024-01-06 01:00:00,E000122,23.811,109.351,42.961
2024-01-06 02:00:00,E000123,24.263,105.779,43.525
2024-01-06 03:00:00,E000124,26.175,107.431,55.353
2024-01-06 04:00:00,E000125,23.967,113.337,40.385
2024-01-06 05:00:00,E000126,29.297,105.218,55.053
2024-01-06 06:00:00,E000127,21.476,105.607,55.702
2024-01-06 07:00:00,E000128,19.02,100.467,28.941
2024-01-06 08:00:00,E000129,21.929,97.138,43.367
2024-01-06 09:00:00,E000130,31.856,110.061,34.204
2024-01-06 10:00:00,E000131,24.278,105.375,42.466
2024-01-06 11:00:00,E000132,23.071,102.708,34.9
2024-01-06 12:00:00,E000133,19.2,102.179,45.746
2024-01-06 13:00:00,E000134,20.233,97.249,44.327
2024-01-06 14:00:00,E000135,25.336,100.91,57.17
2024-01-06 15:00:00,E000136,20.273,102.285,42.343
2024-01-06 16:00:00,E000137,24.381,97.314,59.455
2024-01-06 17:00:00,E000138,17.09,110.049,45.675
2024-01-06 18:00:00,E000139,24.268,108.106,51.432
2024-01-06 19:00:00,E000140,20.164,104.36,59.006
2024-01-06 20:00:00,E000141,19.661,112.104,47.893
2024-01-06 21:00:00,E000142,21.114,96.744,43.325
2024-01-06 22:00:00,E000143,16.243,99.182,43.028
2024-01-06 23:00:00,E000144,19.062,105.114,43.359
2024-01-07 00:00:00,E000145,20.465,99.641,47.663
2024-01-07 01:00:00,E000146,22.734,97.725,45.942
2024-01-07 02:00:00,E000147,22.338,95.489,42.836
2024-01-07 03:00:00,E000148,24.354,104.218,43.275
2024-01-07 04:00:00,E000149,24.666,96.302,37.883
2024-01-07 05:00:00,E000150,21.696,108.938,46.224
2024-01-07 06:00:00,E000151,21.619,109.175,42.848
2024-01-07 07:00:00,E000152,29.651,98.692,37.412
2024-01-07 08:00:00,E000153,21.968,100.03,38.942
2024-01-07 09:00:00,E000154,30.826,102.925,48.482
2024-01-07 10:00:00,E000155,21.022,98.354,52.692
2024-01-07 11:00:00,E000156,17.137,95.471,43.145
2024-01-07 12:00:00,E000157,26.823,99.39,48.121
2024-01-07 13:00:00,E000158,22.589,107.911,33.115
2024-01-07 14:00:00,E000159,24.855,100.286,51.937
2024-01-07 15:00:00,E000160,19.878,101.424,44.231
2024-01-07 16:00:00,E000161,19.292,94.77,40.647
2024-01-07 17:00:00,E000162,22.916,97.44,42.524
2024-01-07 18:00:00,E000163,16.465,99.41,52.677
2024-01-07 19:00:00,E000164,24.757,100.857,46.827
2024-01-07 20:00:00,E000165,19.85,109.585,60.508
2024-01-07 21:00:00,E000166,23.027,114.512,39.899
2024-01-07 22:00:00,E000167,18.497,97.681,43.354
2024-01-07 23:00:00,E000168,29.899,99.866,38.553
2024-01-08 00:00:00,E000169,19.625,107.114,52.48
2024-01-08 01:00:00,E000170,20.946,91.734,36.536
2024-01-08 02:00:00,E000171,28.008,104.813,45.491
2024-01-08 03:00:00,E000172,28.48,111.287,44.73
2024-01-08 04:00:00,E000173,22.444,98.332,42.865
2024-01-08 05:00:00,E000174,17.744,93.699,32.08
2024-01-08 06:00:00,E000175,25.97,93.337,59.625
2024-01-08 07:00:00,E000176,20.163,110.16,42.262
2024-01-08 08:00:00,E000177,17.488,107.847,55.514
2024-01-08 09:00:00,E000178,19.601,99.609,38.207
2024-01-08 10:00:00,E000179,22.114,101.85,42.365
2024-01-08 11:00:00,E000180,16.68,98.338,50.276
2024-01-08 12:00:00,E000181,21.832,99.63,38.019
2024-01-08 13:00:00,E000182,20.548,108.486,36.452
2024-01-08 14:00:00,E000183,24.807,101.54,46.836
2024-01-08 15:00:00,E000184,20.156,99.506,44.957
2024-01-08 16:00:00,E000185,20.834,102.99,48.431
2024-01-08 17:00:00,E000186,29.453,102.719,30.658
2024-01-08 18:00:00,E000187,26.222,100.26,60.089
2024-01-08 19:00:00,E000188,27.207,98.723,50.414
2024-01-08 20:00:00,E000189,20.599,101.314,50.07
2024-01-08 21:00:00,E000190,26.062,105.866,45.562
2024-01-08 22:00:00,E000191,30.447,99.438,32.946
2024-01-08 23:00:00,E000192,17.973,108.817,44.425
2024-01-09 00:00:00,E000193,23.009,98.533,41.605
2024-01-09 01:00:00,E000194,19.981,103.703,44.27
2024-01-09 02:00:00,E000195,23.892,103.031,41.806
2024-01-09 03:00:00,E000196,17.832,93.416,67.7
2024-01-09 04:00:00,E000197,27.23,108.135,39.94
2024-01-09 05:00:00,E000198,22.53,97.142,35.159
2024-01-09 06:00:00,E000199,20.616,108.064,51.306
2024-01-09 07:00:00,E000200,19.396,99.694,50.618
2024-01-09 08:00:00,E000201,20.673,101.706,48.014
2024-01-09 09:00:00,E000202,23.751,102.596,40.097
2024-01-09 10:00:00,E000203,20.737,95.518,33.29
2024-01-09 11:00:00,E000204,22.133,105.463,34.648
2024-01-09 12:00:00,E000205,23.374,105.302,31.224
2024-01-09 13:00:00,E000206,21.634,109.696,49.14
2024-01-09 14:00:00,E000207,16.515,104.658,39.392
2024-01-09 15:00:00,E000208,24.712,97.781,44.602
2024-01-09 16:00:00,E000209,20.78,101.316,40.745
2024-01-09 17:00:00,E000210,21.785,95.304,48.68
2024-01-09 18:00:00,E000211,23.061,93.056,52.447
2024-01-09 19:00:00,E000212,21.936,102.125,50.734
2024-01-09 20:00:00,E000213,23.55,107.243,42.8
2024-01-09 21:00:00,E000214,25.81,101.927,48.807
2024-01-09 22:00:00,E000215,23.792,107.628,50.411
2024-01-09 23:00:00,E000216,21.083,98.03,44.627
2024-01-10 00:00:00,E000217,20.068,95.934,29.04
2024-01-10 01:00:00,E000218,17.542,111.426,40.076
2024-01-10 02:00:00,E000219,28.591,103.356,44.627
2024-01-10 03:00:00,E000220,17.698,101.324,59.191
2024-01-10 04:00:00,E000221,27.484,102.699,36.385
2024-01-10 05:00:00,E000222,19.437,96.952,54.586
2024-01-10 06:00:00,E000223,27.722,102.299,42.727
2024-01-10 07:00:00,E000224,27.456,96.309,45.389
2024-01-10 08:00:00,E000225,23.981,96.9,40.231
2024-01-10 09:00:00,E000226,20.216,108.525,59.358
2024-01-10 10:00:00,E000227,22.867,99.932,40.501
2024-01-10 11:00:00,E000228,22.506,98.494,44.272
2024-01-10 12:00:00,E000229,23.822,99.233,43.578
2024-01-10 13:00:00,E000230,21.907,99.68,41.689
2024-01-10 14:00:00,E000231,24.939,92.269,56.807
2024-01-10 15:00:00,E000232,22.934,104.411,50.438
2024-01-10 16:00:00,E000233,20.234,96.637,37.258
2024-01-10 17:00:00,E000234,21.709,104.866,40.622
2024-01-10 18:00:00,E000235,24.445,89.224,42.108
2024-01-10 19:00:00,E000236,26.235,100.428,38.781
2024-01-10 20:00:00,E000237,20.398,85.857,37.411
2024-01-10 21:00:00,E000238,25.883,98.329,41.516
2024-01-10 22:00:00,E000239,15.038,92.983,53.925
2024-01-10 23:00:00,E000240,24.475,94.683,40.271
2024-01-11 00:00:00,E000241,22.407,95.2,29.969
2024-01-11 01:00:00,E000242,21.991,104.22,49.439
2024-01-11 02:00:00,E000243,25.301,93.377,45.434
2024-01-11 03:00:00,E000244,21.641,100.855,43.412
2024-01-11 04:00:00,E000245,20.387,85.909,53.714
2024-01-11 05:00:00,E000246,23.556,93.73,48.548
2024-01-11 06:00:00,E000247,21.069,99.163,39.237
2024-01-11 07:00:00,E000248,24.218,97.221,36.774
2024-01-11 08:00:00,E000249,26.122,100.388,43.894
2024-01-11 09:00:00,E000250,24.716,97.895,41.489
2024-01-11 10:00:00,E000251,23.478,93.439,46.658
2024-01-11 11:00:00,E000252,20.082,105.663,49.1
2024-01-11 12:00:00,E000253,23.827,93.105,44.225
2024-01-11 13:00:00,E000254,18.733,101.112,27.635
2024-01-11 14:00:00,E000255,17.569,107.364,47.768
2024-01-11 15:00:00,E000256,21.368,96.665,36.868
2024-01-11 16:00:00,E000257,23.14,99.547,56.6
2024-01-11 17:00:00,E000258,21.909,101.599,34.586
2024-01-11 18:00:00,E000259,21.346,102.203,42.204
2024-01-11 19:00:00,E000260,20.946,102.967,56.361
2024-01-11 20:00:00,E000261,22.964,107.135,49.662
2024-01-11 21:00:00,E000262,25.97,98.19,43.448
2024-01-11 22:00:00,E000263,21.851,104.086,50.943
2024-01-11 23:00:00,E000264,22.9,105.771,40.775
2024-01-12 00:00:00,E000265,25.333,106.481,50.081
2024-01-12 01:00:00,E000266,22.929,104.938,38.295
2024-01-12 02:00:00,E000267,23.135,102.833,35.029
2024-01-12 03:00:00,E000268,24.019,94.931,41.791
2024-01-12 04:00:00,E000269,22.627,97.573,45.619
2024-01-12 05:00:00,E000270,22.713,97.117,49.26
2024-01-12 06:00:00,E000271,20.055,112.969,44.179
2024-01-12 07:00:00,E000272,18.752,96.28,53.607
2024-01-12 08:00:00,E000273,21.191,94.345,51.403
2024-01-12 09:00:00,E000274,21.17,104.632,52.017
2024-01-12 10:00:00,E000275,23.378,113.519,32.064
2024-01-12 11:00:00,E000276,19.883,99.995,61.959
2024-01-12 12:00:00,E000277,28.254,107.872,39.044
2024-01-12 13:00:00,E000278,20.332,97.074,39.124
2024-01-12 14:00:00,E000279,27.277,100.057,44.164
2024-01-12 15:00:00,E000280,24.978,92.816,45.395
2024-01-12 16:00:00,E000281,18.99,99.798,40.602
2024-01-12 17:00:00,E000282,20.458,102.45,46.659
2024-01-12 18:00:00,E000283,21.797,103.19,38.485
2024-01-12 19:00:00,E000284,24.681,100.248,41.373
2024-01-12 20:00:00,E000285,19.957,100.069,59.03
2024-01-12 21:00:00,E000286,22.297,95.464,51.891
2024-01-12 22:00:00,E000287,20.99,102.747,40.458
2024-01-12 23:00:00,E000288,26.598,98.287,55.484
2024-01-13 00:00:00,E000289,19.142,99.806,55.5
2024-01-13 01:00:00,E000290,23.038,112.884,42.981
2024-01-13 02:00:00,E000291,23.323,111.016,33.646
2024-01-13 03:00:00,E000292,17.259,97.243,51.1
2024-01-13 04:00:00,E000293,17.348,104.345,48.95
2024-01-13 05:00:00,E000294,28.946,106.632,47.73
2024-01-13 06:00:00,E000295,26.849,104.048,41.549
2024-01-13 07:00:00,E000296,18.837,98.396,44.699
2024-01-13 08:00:00,E000297,23.06,90.411,43.353
2024-01-13 09:00:00,E000298,22.591,104.092,57.201
2024-01-13 10:00:00,E000299,23.094,96.661,31.364
2024-01-13 11:00:00,E000300,24.698,96.868,51.501
2024-01-13 12:00:00,E000301,26.972,93.425,49.154
2024-01-13 13:00:00,E000302,26.636,106.497,29.277
2024-01-13 14:00:00,E000303,19.768,94.771,48.926
2024-01-13 15:00:00,E000304,23.823,87.541,42.744
2024-01-13 16:00:00,E000305,25.062,102.055,46.097
2024-01-13 17:00:00,E000306,21.332,95.899,44.872
2024-01-13 18:00:00,E000307,22.667,104.438,50.224
2024-01-13 19:00:00,E000308,22.775,106.884,42.188
2024-01-13 20:00:00,E000309,17.879,103.733,45.948
2024-01-13 21:00:00,E000310,24.09,94.851,58.431
2024-01-13 22:00:00,E000311,24.774,99.831,37.984
2024-01-13 23:00:00,E000312,25.947,95.681,61.96
2024-01-14 00:00:00,E000313,20.538,110.075,43.616
2024-01-14 01:00:00,E000314,27.558,97.552,45.141
2024-01-14 02:00:00,E000315,25.075,104.677,53.256
2024-01-14 03:00:00,E000316,20.94,101.733,54.363
2024-01-14 04:00:00,E000317,20.243,104.22,43.356
2024-01-14 05:00:00,E000318,23.159,101.731,39.088
2024-01-14 06:00:00,E000319,21.666,102.039,44.23
2024-01-14 07:00:00,E000320,27.533,106.451,47.175
2024-01-14 08:00:00,E000321,20.058,97.097,59.804
2024-01-14 09:00:00,E000322,19.268,101.881,47.707
2024-01-14 10:00:00,E000323,21.504,96.189,39.113
2024-01-14 11:00:00,E000324,20.751,97.682,54.958
2024-01-14 12:00:00,E000325,22.471,98.629,45.802
2024-01-14 13:00:00,E000326,24.637,99.542,51.765
2024-01-14 14:00:00,E000327,18.432,107.274,44.933
2024-01-14 15:00:00,E000328,22.346,97.766,35.791
2024-01-14 16:00:00,E000329,17.167,97.41,49.408
2024-01-14 17:00:00,E000330,19.424,93.403,38.182
2024-01-14 18:00:00,E000331,21.269,99.538,44.033
2024-01-14 19:00:00,E000332,25.804,107.671,60.041
2024-01-14 20:00:00,E000333,17.3,96.935,50.239
2024-01-14 21:00:00,E000334,21.047,105.69,46.553
2024-01-14 22:00:00,E000335,27.553,106.618,52.958
2024-01-14 23:00:00,E000336,21.182,100.803,42.711
2024-01-15 00:00:00,E000337,17.681,108.806,50.59
2024-01-15 01:00:00,E000338,21.396,107.953,40.272
2024-01-15 02:00:00,E000339,16.618,106.438,35.411
2024-01-15 03:00:00,E000340,21.874,102.351,47.891
2024-01-15 04:00:00,E000341,25.215,104.262,49.124
2024-01-15 05:00:00,E000342,19.97,102.801,33.708
2024-01-15 06:00:00,E000343,27.499,94.147,42.402
2024-01-15 07:00:00,E000344,18.28,97.576,45.101
2024-01-15 08:00:00,E000345,20.808,107.136,46.702
2024-01-15 09:00:00,E000346,21.019,100.619,54.148
2024-01-15 10:00:00,E000347,25.408,95.492,39.895
2024-01-15 11:00:00,E000348,24.019,103.102,37.122
2024-01-15 12:00:00,E000349,24.897,96.757,54.779
2024-01-15 13:00:00,E000350,24.194,95.527,41.032
2024-01-15 14:00:00,E000351,20.751,102.115,43.47
2024-01-15 15:00:00,E000352,18.834,94.189,49.118
2024-01-15 16:00:00,E000353,23.416,101.838,47.03
2024-01-15 17:00:00,E000354,20.519,102.238,64.039
2024-01-15 18:00:00,E000355,26.259,99.829,41.075
2024-01-15 19:00:00,E000356,13.347,106.75,50.9
2024-01-15 20:00:00,E000357,20.76,93.998,36.335
2024-01-15 21:00:00,E000358,23.922,100.844,50.187
2024-01-15 22:00:00,E000359,22.777,106.23,47.772
2024-01-15 23:00:00,E000360,25.152,90.643,35.742
2024-01-16 00:00:00,E000361,21.334,106.806,59.104
2024-01-16 01:00:00,E000362,21.974,98.181,30.338
2024-01-16 02:00:00,E000363,25.263,98.494,67.188
2024-01-16 03:00:00,E000364,20.134,112.037,50.613
2024-01-16 04:00:00,E000365,19.21,102.484,50.785
2024-01-16 05:00:00,E000366,21.779,105.574,51.12
2024-01-16 06:00:00,E000367,24.408,101.216,36.188
2024-01-16 07:00:00,E000368,22.254,102.198,30.93
2024-01-16 08:00:00,E000369,23.042,100.806,35.275
2024-01-16 09:00:00,E000370,21.434,99.71,59.476
2024-01-16 10:00:00,E000371,23.204,106.584,44.116
2024-01-16 11:00:00,E000372,16.503,104.729,40.064
2024-01-16 12:00:00,E000373,21.426,95.93,45.546
2024-01-16 13:00:00,E000374,25.909,106.057,56.896
2024-01-16 14:00:00,E000375,28.029,90.866,36.048
2024-01-16 15:00:00,E000376,16.714,104.523,39.802
2024-01-16 16:00:00,E000377,20.935,100.195,47.869
2024-01-16 17:00:00,E000378,17.747,94.88,45.01
2024-01-16 18:00:00,E000379,26.336,101.17,39.063
2024-01-16 19:00:00,E000380,15.626,106.159,39.481
2024-01-16 20:00:00,E000381,18.828,92.552,34.207
2024-01-16 21:00:00,E000382,19.424,100.082,35.934
2024-01-16 22:00:00,E000383,23.094,100.043,61.665
2024-01-16 23:00:00,E000384,17.046,102.124,46.305
2024-01-17 00:00:00,E000385,19.202,101.786,50.772
2024-01-17 01:00:00,E000386,22.809,108.361,28.667
2024-01-17 02:00:00,E000387,19.805,108.823,51.84
2024-01-17 03:00:00,E000388,24.23,107.589,30.626
2024-01-17 04:00:00,E000389,25.046,106.728,40.06
2024-01-17 05:00:00,E000390,30.914,102.301,28.554
2024-01-17 06:00:00,E000391,23.72,97.629,53.737
2024-01-17 07:00:00,E000392,24.253,98.251,56.268
2024-01-17 08:00:00,E000393,25.506,97.078,43.86
2024-01-17 09:00:00,E000394,24.154,99.442,42.492
2024-01-17 10:00:00,E000395,22.618,95.864,28.254
2024-01-17 11:00:00,E000396,23.265,91.157,37.552
2024-01-17 12:00:00,E000397,16.831,92.893,48.198
2024-01-17 13:00:00,E000398,21.789,99.982,35.131
2024-01-17 14:00:00,E000399,20.401,103.22,44.609
2024-01-17 15:00:00,E000400,25.133,106.222,43.108
2024-01-17 16:00:00,E000401,16.573,97.441,44.267
2024-01-17 17:00:00,E000402,20.015,95.921,45.523
2024-01-17 18:00:00,E000403,30.277,98.81,44.979
2024-01-17 19:00:00,E000404,18.301,107.641,51.561
2024-01-17 20:00:00,E000405,25.078,108.235,41.795
2024-01-17 21:00:00,E000406,21.532,110.02,49.745
2024-01-17 22:00:00,E000407,15.398,103.62,40.637
2024-01-17 23:00:00,E000408,25.374,103.382,31.946
2024-01-18 00:00:00,E000409,23.36,102.374,47.726
2024-01-18 01:00:00,E000410,24.342,108.929,48.104
2024-01-18 02:00:00,E000411,22.573,107.155,61.821
2024-01-18 03:00:00,E000412,25.428,102.352,48.244
2024-01-18 04:00:00,E000413,23.319,101.394,61.239
2024-01-18 05:00:00,E000414,20.103,107.19,44.056
2024-01-18 06:00:00,E000415,17.763,100.34,40.899
2024-01-18 07:00:00,E000416,24.348,101.766,37.335
2024-01-18 08:00:00,E000417,27.207,106.86,56.895
2024-01-18 09:00:00,E000418,23.258,101.118,50.277
2024-01-18 10:00:00,E000419,20.652,101.963,43.682
2024-01-18 11:00:00,E000420,17.825,101.95,41.693
2024-01-18 12:00:00,E000421,21.724,103.155,54.544
2024-01-18 13:00:00,E000422,19.784,99.584,39.262
2024-01-18 14:00:00,E000423,19.843,98.268,43.527
2024-01-18 15:00:00,E000424,24.375,102.934,37.074
2024-01-18 16:00:00,E000425,26.641,106.117,38.241
2024-01-18 17:00:00,E000426,26.417,102.967,43.827
2024-01-18 18:00:00,E000427,23.646,101.169,49.088
2024-01-18 19:00:00,E000428,23.099,99.579,29.806
2024-01-18 20:00:00,E000429,24.187,99.394,50.835
2024-01-18 21:00:00,E000430,24.041,99.527,52.672
2024-01-18 22:00:00,E000431,23.155,102.135,43.964
2024-01-18 23:00:00,E000432,27.887,97.662,42.58
2024-01-19 00:00:00,E000433,18.541,105.006,40.634
2024-01-19 01:00:00,E000434,20.996,98.664,45.47
2024-01-19 02:00:00,E000435,18.498,89.859,48.433
2024-01-19 03:00:00,E000436,15.737,105.656,56.689
2024-01-19 04:00:00,E000437,21.974,107.927,44.818
2024-01-19 05:00:00,E000438,27.618,98.973,27.263
2024-01-19 06:00:00,E000439,22.244,110.011,49.012
2024-01-19 07:00:00,E000440,20.851,102.977,52.283
2024-01-19 08:00:00,E000441,22.226,114.695,41.119
2024-01-19 09:00:00,E000442,25.708,105.186,39.751
2024-01-19 10:00:00,E000443,21.142,106.492,46.086
2024-01-19 11:00:00,E000444,23.582,92.957,49.92
2024-01-19 12:00:00,E000445,23.419,100.974,47.707
2024-01-19 13:00:00,E000446,21.191,98.281,43.186
2024-01-19 14:00:00,E000447,21.015,112.421,51.839
2024-01-19 15:00:00,E000448,19.401,111.685,41.754
2024-01-19 16:00:00,E000449,22.594,105.877,30.225
2024-01-19 17:00:00,E000450,21.742,98.376,46.538
2024-01-19 18:00:00,E000451,23.684,100.906,44.073
2024-01-19 19:00:00,E000452,25.908,102.838,45.311
2024-01-19 20:00:00,E000453,22.973,110.663,46.295
2024-01-19 21:00:00,E000454,20.854,91.564,34.245
2024-01-19 22:00:00,E000455,21.006,100.747,40.833
2024-01-19 23:00:00,E000456,23.624,98.401,38.141
2024-01-20 00:00:00,E000457,24.46,108.284,36.696
2024-01-20 01:00:00,E000458,23.28,91.584,33.941
2024-01-20 02:00:00,E000459,20.616,107.088,39.16
2024-01-20 03:00:00,E000460,19.888,101.484,45.278
2024-01-20 04:00:00,E000461,19.988,111.43,43.01
2024-01-20 05:00:00,E000462,22.863,99.251,48.3
2024-01-20 06:00:00,E000463,26.452,109.785,39.283
2024-01-20 07:00:00,E000464,26.023,104.103,52.309
2024-01-20 08:00:00,E000465,22.206,100.346,52.018
2024-01-20 09:00:00,E000466,25.555,109.285,46.489
2024-01-20 10:00:00,E000467,22.158,88.755,32.916
2024-01-20 11:00:00,E000468,21.238,95.685,51.106
2024-01-20 12:00:00,E000469,18.308,98.743,41.535
2024-01-20 13:00:00,E000470,26.355,98.198,48.393
2024-01-20 14:00:00,E000471,23.126,105.907,51.377
2024-01-20 15:00:00,E000472,22.393,92.649,43.262
2024-01-20 16:00:00,E000473,22.436,102.759,39.468
2024-01-20 17:00:00,E000474,26.151,101.369,38.096
2024-01-20 18:00:00,E000475,21.034,111.136,49.983
2024-01-20 19:00:00,E000476,25.855,95.988,39.834
2024-01-20 20:00:00,E000477,20.319,102.24,43.695
2024-01-20 21:00:00,E000478,20.934,99.443,39.045
2024-01-20 22:00:00,E000479,21.925,106.977,33.651
2024-01-20 23:00:00,E000480,23.609,108.338,43.626
